trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
106,False,"{'a': 0.5, 'e': 0.348093114492442}",30,13,4.193093901267471,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.3446121833475176}",35,12,-14.95053470551002,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
108,False,"{'a': 0.5, 'e': 0.34116606151404244}",20,14,12.943308627179754,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.337754400898902}",20,12,-0.0662656898484193,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.334376856889913}",25,0,-96.6044392451378,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
111,False,"{'a': 0.5, 'e': 0.33103308832101386}",20,0,15.308318145280692,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
112,False,"{'a': 0.5, 'e': 0.3277227574378037}",20,4,-2.19651682931337,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.3244455298634257}",25,4,-22.52669043232284,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.3212010745647914}",20,9,-55.29169644868761,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
115,False,"{'a': 0.5, 'e': 0.3179890638191435}",25,6,-11.047454356626993,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
116,False,"{'a': 0.5, 'e': 0.31480917318095203}",25,6,-34.41310185397641,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
117,False,"{'a': 0.5, 'e': 0.3116610814491425}",35,9,-15.028424373849642,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
118,False,"{'a': 0.5, 'e': 0.30854447063465107}",25,4,21.6459252953228,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.3054590259283046}",25,0,-21.04338057615173,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
120,False,"{'a': 0.5, 'e': 0.30240443566902153}",25,11,25.37522439129467,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.2993803913123313}",25,0,28.41187273651011,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
122,False,"{'a': 0.5, 'e': 0.296386587399208}",25,0,25.753103845010934,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
123,False,"{'a': 0.5, 'e': 0.2934227215252159}",25,0,-63.04918564623448,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",1
124,False,"{'a': 0.5, 'e': 0.29048849430996376}",25,13,-1.6307937865903863,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.2875836093668641}",20,3,-20.001829449966348,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
126,False,"{'a': 0.5, 'e': 0.28470777327319546}",30,0,22.116721544976084,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
127,False,"{'a': 0.5, 'e': 0.2818606955404635}",20,0,10.468918141633187,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
128,False,"{'a': 0.5, 'e': 0.27904208858505886}",20,11,4.5338569600287775,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.2762516676992083}",20,2,-104.57374129125955,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 2}",1
130,False,"{'a': 0.5, 'e': 0.2734891510222162}",25,0,24.158522154830678,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.27075425951199406}",25,2,19.549472433093957,"{0: 20, 1: 3, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.2680467169168741}",20,8,14.915229684449638,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.26536624974770534}",20,3,15.462927429947149,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.2627125872502283}",20,6,12.578346733696057,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.26008546137772603}",30,0,-95.8389204871456,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 3}",1
136,False,"{'a': 0.5, 'e': 0.25748460676394874}",25,6,14.79789573393967,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.2549097606963093}",25,0,20.62686285912385,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
138,False,"{'a': 0.5, 'e': 0.2523606630893462}",25,0,28.365859719955687,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.2498370564584527}",20,12,10.837554640087689,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.24733868589386818}",20,8,3.4720450604993793,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.24486529903492948}",30,15,-69.85975570036467,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 2}",1
142,False,"{'a': 0.5, 'e': 0.2424166460445802}",20,3,-17.402917488911044,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
143,False,"{'a': 0.5, 'e': 0.2399924795841344}",20,2,20.747519877037888,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.23759255478829303}",25,10,-14.535255442013312,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
145,False,"{'a': 0.5, 'e': 0.23521662924041012}",25,9,25.571674740483125,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.232864462948006}",30,8,-63.000735197561816,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 2}",1
147,False,"{'a': 0.5, 'e': 0.23053581831852593}",30,13,9.53144007931855,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.22823046013534068}",20,1,27.84251928418501,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.22594815553398728}",20,7,8.996146307477044,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.2236886739786474}",25,15,22.016465851849272,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.22145178723886091}",20,10,8.89319395479455,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.2192372693664723}",20,3,-35.579275558512165,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
153,False,"{'a': 0.5, 'e': 0.21704489667280757}",20,0,-21.763636550007565,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
154,False,"{'a': 0.5, 'e': 0.2148744477060795}",25,17,1.2998592714182122,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.2127257032290187}",25,3,-8.978809271155317,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
156,False,"{'a': 0.5, 'e': 0.21059844619672852}",30,13,-27.250381078330644,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
157,False,"{'a': 0.5, 'e': 0.20849246173476124}",25,5,29.631978937016946,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.2064075371174136}",25,16,7.882520688676829,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.20434346174623946}",20,11,-2.220059980256656,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.2023000271287771}",25,0,6.7274067405441835,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
161,False,"{'a': 0.5, 'e': 0.20027702685748933}",20,6,-60.379649152711316,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
162,False,"{'a': 0.5, 'e': 0.19827425658891443}",20,8,18.55585693472878,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.19629151402302528}",25,13,16.766511745159068,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.19432859888279502}",30,17,24.2626916389017,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.19238531289396707}",30,7,0.8438841966505184,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.1904614597650274}",20,11,4.5755732387692385,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.1885568451673771}",20,15,10.137961939215494,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.18667127671570335}",30,7,-43.49095577509058,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 2}",1
169,False,"{'a': 0.5, 'e': 0.1848045639485463}",20,8,7.536741542644452,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.18295651830906084}",30,12,21.03289115100341,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.18112695312597024}",20,11,4.242148932601336,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.17931568359471053}",30,12,3.75441598047754,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.17752252675876343}",25,16,9.247235964802409,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.1757473014911758}",25,11,23.32278692849195,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.17398982847626404}",20,6,26.98568368260846,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.1722499301915014}",20,6,11.985471375614964,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.17052743088958636}",30,10,34.059447986996624,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.1688221565806905}",20,1,27.55350369058988,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.1671339350148836}",20,0,22.350200516813054,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
180,False,"{'a': 0.5, 'e': 0.16546259566473476}",25,14,7.007685854879868,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.16380796970808742}",25,8,16.863097600693603,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.16216989001100654}",20,3,-15.117551440620494,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.16054819111089647}",25,19,10.572662220828668,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.1589427091997875}",30,13,-26.893972290228618,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
185,False,"{'a': 0.5, 'e': 0.15735328210778962}",25,13,22.92118402857183,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.15577974928671173}",30,8,2.0514264155392734,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.15422195179384462}",20,16,4.77643813418044,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.15267973227590617}",30,16,21.725203980364792,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.1511529349531471}",20,8,20.116023695116418,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.14964140560361563}",20,7,-19.325600412140695,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
191,False,"{'a': 0.5, 'e': 0.14814499154757946}",20,10,3.516199019964221,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14666354163210368}",20,3,9.50052647736669,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.14519690621578263}",30,13,-21.054897213517062,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
194,False,"{'a': 0.5, 'e': 0.1437449371536248}",20,8,-36.762046417250644,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
195,False,"{'a': 0.5, 'e': 0.14230748778208857}",20,5,13.436716314983288,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.14088441290426768}",20,6,21.738662340327664,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.139475568775225}",20,9,-42.78368378531028,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
198,False,"{'a': 0.5, 'e': 0.13808081308747275}",20,14,13.726132040341545,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.136700004956598}",30,18,10.24670765857564,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.13533300490703204}",20,10,18.012048930289716,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.13397967485796172}",20,0,33.07437792636737,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
202,False,"{'a': 0.5, 'e': 0.1326398781093821}",25,14,-22.353720525413515,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
203,False,"{'a': 0.5, 'e': 0.13131347932828827}",20,9,1.6048758288225808,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.1300003445350054}",25,2,6.506392445015356,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.12870034108965533}",20,15,7.61943651998447,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.1274133376787588}",20,2,22.67878864778756,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.12613920430197118}",25,6,-62.46362023472646,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
208,False,"{'a': 0.5, 'e': 0.12487781225895148}",20,0,28.614812561334507,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
209,False,"{'a': 0.5, 'e': 0.12362903413636196}",25,0,36.48100069516116,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.12239274379499834}",20,7,-17.0383080840334,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
211,False,"{'a': 0.5, 'e': 0.12116881635704835}",25,10,3.534251205017061,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.11995712819347787}",25,2,-73.39140496193144,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 2}",1
213,False,"{'a': 0.5, 'e': 0.11875755691154309}",20,0,22.54927172844879,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.11756998134242766}",25,0,3.6145503252003888,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
215,False,"{'a': 0.5, 'e': 0.11639428152900338}",30,0,20.49539151890669,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.11523033871371334}",30,6,8.820667898464649,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.11407803532657622}",20,7,20.706713758569958,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.11293725497331045}",25,18,11.324016096121223,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.11180788242357734}",25,13,24.835536931166416,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.11068980359934157}",30,21,17.454267721891064,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.10958290556334815}",20,0,30.217852894409774,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
222,False,"{'a': 0.5, 'e': 0.10848707650771466}",20,0,21.02689010516032,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
223,False,"{'a': 0.5, 'e': 0.10740220574263752}",20,11,14.557795894858817,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.10632818368521114}",20,12,15.67172853447806,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.10526490184835903}",25,7,14.87540434282216,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.10421225282987544}",20,14,11.251330217785545,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.10317013030157668}",20,4,24.798924148798694,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.10213842899856092}",25,9,25.024672954273914,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.10111704470857531}",20,9,19.616768675995765,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.10010587426148955}",25,13,23.261819967214073,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.09910481551887466}",20,0,30.29137490132348,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
232,False,"{'a': 0.5, 'e': 0.0981137673636859}",20,7,22.429142519566568,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.09713262969004906}",20,14,13.073393711813248,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.09616130339314856}",35,7,39.79710629976666,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.09519969035921708}",20,14,10.265488037686811,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.0942476934556249}",20,9,19.14444335957114,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.09330521652106866}",25,12,6.261297915958028,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.09237216435585796}",30,14,29.340714760834075,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.09144844271229938}",30,22,12.13860693411494,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.0905339582851764}",30,14,29.791531174222314,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.08962861870232462}",30,3,-2.443120513154053,"{0: 23, 1: 0, 2: 4, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.08873233251530138}",30,14,24.443694953670985,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.08784500919014836}",20,15,8.565425092577208,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.08696655909824688}",20,0,32.06277445954566,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
245,False,"{'a': 0.5, 'e': 0.0860968935072644}",35,21,3.1767322990155824,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.08523592457219176}",20,9,23.195422403471813,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.08438356532646984}",20,3,26.069510743617194,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.08353972967320515}",20,8,2.193185178667078,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.0827043323764731}",25,13,20.231205193455494,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.08187728905270836}",20,13,14.35669058601174,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.08105851616218128}",25,18,-72.34937816539738,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 2}",1
252,False,"{'a': 0.5, 'e': 0.08024793100055946}",25,14,13.065455341956769,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.07944545169055386}",30,4,15.113708833398634,"{0: 25, 1: 0, 2: 0, 3: 1, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.07865099717364833}",20,5,16.04986023780705,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.07786448720191184}",30,16,12.98310926527526,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.07708584232989273}",20,16,7.395475803865571,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.0763149839065938}",20,16,6.290720225865343,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.07555183406752786}",20,12,16.075675006296684,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.07479631572685258}",20,12,16.961476970261394,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.07404835256958406}",20,8,20.310723237786313,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.07330786904388821}",25,4,34.39928635589646,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.07257479035344933}",25,11,0.4997158637322594,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.07184904244991484}",25,0,40.7794545818879,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
264,False,"{'a': 0.5, 'e': 0.07113055202541568}",25,13,22.852355878137445,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.07041924650516153}",25,19,11.83779581056163,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.06971505404010991}",25,17,10.778841516779023,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.06901790349970881}",20,0,-13.920339331558518,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
268,False,"{'a': 0.5, 'e': 0.06832772446471172}",20,0,13.777054373358483,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
269,False,"{'a': 0.5, 'e': 0.0676444472200646}",20,12,15.249990323321686,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06696800274786396}",25,1,36.172803161287234,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06629832272038531}",20,12,14.009974765548131,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.06563533949318147}",20,14,7.444440652329614,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.06497898609824965}",20,0,25.60177932025082,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
274,False,"{'a': 0.5, 'e': 0.06432919623726716}",20,14,12.304749761405958,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.06368590427489448}",20,0,30.387285604475583,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
276,False,"{'a': 0.5, 'e': 0.06304904523214554}",25,12,20.961762917341247,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.06241855477982408}",30,17,20.656999398430912,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.06179436923202584}",20,0,31.00203137686597,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
279,False,"{'a': 0.5, 'e': 0.06117642553970558}",30,14,26.981532815815566,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.06056466128430853}",20,15,5.503916343734862,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.05995901467146544}",25,7,30.66105681876598,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.059359424524750785}",30,18,12.977161227669745,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.05876583027950327}",20,0,22.67442671423011,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
284,False,"{'a': 0.5, 'e': 0.05817817197670824}",25,18,12.815930933954652,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.05759639025694116}",20,6,19.11222809337425,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.057020426354371746}",20,7,19.944279688996417,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.05645022209082803}",20,10,5.23847555450517,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.05588571986991975}",25,11,28.90213971146961,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.05532686267122055}",30,8,37.850258545223745,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.05477359404450834}",20,15,10.040872008814578,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
